array,site,year,month,species,presence
LU09,LU09_44,2023,11,Raven,0
LU09,LU09_44,2023,11,Red fox,0
LU09,LU09_44,2023,11,Red squirrel,0
LU09,LU09_44,2023,11,Ruffed grouse,0
LU09,LU09_44,2023,11,Short-tailed weasel,0
LU09,LU09_44,2023,11,Snowmobiler,0
LU09,LU09_44,2023,11,Snowshoe hare,0
LU09,LU09_44,2023,11,Spruce grouse,0
LU09,LU09_44,2023,11,Staff,0
LU09,LU09_44,2023,11,Striped skunk,0
LU09,LU09_44,2023,11,Unknown,0
LU09,LU09_44,2023,11,Unknown bear,0
LU09,LU09_44,2023,11,Unknown canid,0
LU09,LU09_44,2023,11,Unknown deer,0
LU09,LU09_44,2023,11,Unknown mustelid,0
LU09,LU09_44,2023,11,Unknown ungulate,0
LU09,LU09_44,2023,11,White-tailed deer,0
LU09,LU09_44,2023,11,Wolverine,0
LU09,LU09_44,2023,12,ATVer,0
LU09,LU09_44,2023,12,Black bear,0
LU09,LU09_44,2023,12,Canada goose,0
LU09,LU09_44,2023,12,Caribou,0
LU09,LU09_44,2023,12,Cougar,0
LU09,LU09_44,2023,12,Coyote,0
LU09,LU09_44,2023,12,Domestic dog,0
LU09,LU09_44,2023,12,Fisher,0
LU09,LU09_44,2023,12,Grey jay,0
LU09,LU09_44,2023,12,Grey wolf,0
LU09,LU09_44,2023,12,Hiker,0
LU09,LU09_44,2023,12,Human,0
LU09,LU09_44,2023,12,Lynx,0
LU09,LU09_44,2023,12,Marten,0
LU09,LU09_44,2023,12,Moose,0
LU09,LU09_44,2023,12,Other,0
LU09,LU09_44,2023,12,Other birds,0
LU09,LU09_44,2023,12,Otter,0
LU09,LU09_44,2023,12,Raven,0
LU09,LU09_44,2023,12,Red fox,0
LU09,LU09_44,2023,12,Red squirrel,0
LU09,LU09_44,2023,12,Ruffed grouse,0
LU09,LU09_44,2023,12,Short-tailed weasel,0
LU09,LU09_44,2023,12,Snowmobiler,0
LU09,LU09_44,2023,12,Snowshoe hare,0
LU09,LU09_44,2023,12,Spruce grouse,0
LU09,LU09_44,2023,12,Staff,0
LU09,LU09_44,2023,12,Striped skunk,0
LU09,LU09_44,2023,12,Unknown,0
LU09,LU09_44,2023,12,Unknown bear,0
LU09,LU09_44,2023,12,Unknown canid,0
LU09,LU09_44,2023,12,Unknown deer,0
LU09,LU09_44,2023,12,Unknown mustelid,0
LU09,LU09_44,2023,12,Unknown ungulate,0
LU09,LU09_44,2023,12,White-tailed deer,0
LU09,LU09_44,2023,12,Wolverine,0
LU09,LU09_44,2024,1,ATVer,0
LU09,LU09_44,2024,1,Black bear,0
LU09,LU09_44,2024,1,Canada goose,0
LU09,LU09_44,2024,1,Caribou,0
LU09,LU09_44,2024,1,Cougar,0
LU09,LU09_44,2024,1,Coyote,0
LU09,LU09_44,2024,1,Domestic dog,0
LU09,LU09_44,2024,1,Fisher,0
LU09,LU09_44,2024,1,Grey jay,0
LU09,LU09_44,2024,1,Grey wolf,0
LU09,LU09_44,2024,1,Hiker,0
LU09,LU09_44,2024,1,Human,0
LU09,LU09_44,2024,1,Lynx,0
LU09,LU09_44,2024,1,Marten,0
LU09,LU09_44,2024,1,Moose,0
LU09,LU09_44,2024,1,Other,0
LU09,LU09_44,2024,1,Other birds,0
LU09,LU09_44,2024,1,Otter,0
LU09,LU09_44,2024,1,Raven,0
LU09,LU09_44,2024,1,Red fox,0
LU09,LU09_44,2024,1,Red squirrel,0
LU09,LU09_44,2024,1,Ruffed grouse,0
LU09,LU09_44,2024,1,Short-tailed weasel,0
LU09,LU09_44,2024,1,Snowmobiler,0
LU09,LU09_44,2024,1,Snowshoe hare,0
LU09,LU09_44,2024,1,Spruce grouse,0
LU09,LU09_44,2024,1,Staff,0
LU09,LU09_44,2024,1,Striped skunk,0
LU09,LU09_44,2024,1,Unknown,0
LU09,LU09_44,2024,1,Unknown bear,0
LU09,LU09_44,2024,1,Unknown canid,0
LU09,LU09_44,2024,1,Unknown deer,0
LU09,LU09_44,2024,1,Unknown mustelid,0
LU09,LU09_44,2024,1,Unknown ungulate,0
LU09,LU09_44,2024,1,White-tailed deer,0
LU09,LU09_44,2024,1,Wolverine,0
LU09,LU09_44,2024,2,ATVer,0
LU09,LU09_44,2024,2,Black bear,0
LU09,LU09_44,2024,2,Canada goose,0
LU09,LU09_44,2024,2,Caribou,0
LU09,LU09_44,2024,2,Cougar,0
LU09,LU09_44,2024,2,Coyote,0
LU09,LU09_44,2024,2,Domestic dog,0
LU09,LU09_44,2024,2,Fisher,0
LU09,LU09_44,2024,2,Grey jay,0
LU09,LU09_44,2024,2,Grey wolf,0
LU09,LU09_44,2024,2,Hiker,0
LU09,LU09_44,2024,2,Human,0
LU09,LU09_44,2024,2,Lynx,0
LU09,LU09_44,2024,2,Marten,0
LU09,LU09_44,2024,2,Moose,0
LU09,LU09_44,2024,2,Other,0
LU09,LU09_44,2024,2,Other birds,0
LU09,LU09_44,2024,2,Otter,0
LU09,LU09_44,2024,2,Raven,0
LU09,LU09_44,2024,2,Red fox,0
LU09,LU09_44,2024,2,Red squirrel,0
LU09,LU09_44,2024,2,Ruffed grouse,0
LU09,LU09_44,2024,2,Short-tailed weasel,0
LU09,LU09_44,2024,2,Snowmobiler,0
LU09,LU09_44,2024,2,Snowshoe hare,1
LU09,LU09_44,2024,2,Spruce grouse,0
LU09,LU09_44,2024,2,Staff,0
LU09,LU09_44,2024,2,Striped skunk,0
LU09,LU09_44,2024,2,Unknown,0
LU09,LU09_44,2024,2,Unknown bear,0
LU09,LU09_44,2024,2,Unknown canid,0
LU09,LU09_44,2024,2,Unknown deer,0
LU09,LU09_44,2024,2,Unknown mustelid,0
LU09,LU09_44,2024,2,Unknown ungulate,0
LU09,LU09_44,2024,2,White-tailed deer,0
LU09,LU09_44,2024,2,Wolverine,0
LU09,LU09_44,2024,3,ATVer,0
LU09,LU09_44,2024,3,Black bear,0
LU09,LU09_44,2024,3,Canada goose,0
LU09,LU09_44,2024,3,Caribou,0
LU09,LU09_44,2024,3,Cougar,0
LU09,LU09_44,2024,3,Coyote,1
LU09,LU09_44,2024,3,Domestic dog,0
LU09,LU09_44,2024,3,Fisher,0
LU09,LU09_44,2024,3,Grey jay,0
LU09,LU09_44,2024,3,Grey wolf,0
LU09,LU09_44,2024,3,Hiker,0
LU09,LU09_44,2024,3,Human,0
LU09,LU09_44,2024,3,Lynx,0
LU09,LU09_44,2024,3,Marten,0
LU09,LU09_44,2024,3,Moose,0
LU09,LU09_44,2024,3,Other,0
LU09,LU09_44,2024,3,Other birds,0
LU09,LU09_44,2024,3,Otter,0
LU09,LU09_44,2024,3,Raven,0
LU09,LU09_44,2024,3,Red fox,0
LU09,LU09_44,2024,3,Red squirrel,0
LU09,LU09_44,2024,3,Ruffed grouse,0
LU09,LU09_44,2024,3,Short-tailed weasel,0
LU09,LU09_44,2024,3,Snowmobiler,0
LU09,LU09_44,2024,3,Snowshoe hare,1
LU09,LU09_44,2024,3,Spruce grouse,0
LU09,LU09_44,2024,3,Staff,0
LU09,LU09_44,2024,3,Striped skunk,0
LU09,LU09_44,2024,3,Unknown,1
LU09,LU09_44,2024,3,Unknown bear,0
LU09,LU09_44,2024,3,Unknown canid,0
LU09,LU09_44,2024,3,Unknown deer,0
LU09,LU09_44,2024,3,Unknown mustelid,0
LU09,LU09_44,2024,3,Unknown ungulate,0
LU09,LU09_44,2024,3,White-tailed deer,1
LU09,LU09_44,2024,3,Wolverine,0
LU09,LU09_44,2024,4,ATVer,0
LU09,LU09_44,2024,4,Black bear,0
LU09,LU09_44,2024,4,Canada goose,0
LU09,LU09_44,2024,4,Caribou,0
LU09,LU09_44,2024,4,Cougar,0
LU09,LU09_44,2024,4,Coyote,0
LU09,LU09_44,2024,4,Domestic dog,0
LU09,LU09_44,2024,4,Fisher,0
LU09,LU09_44,2024,4,Grey jay,0
LU09,LU09_44,2024,4,Grey wolf,0
LU09,LU09_44,2024,4,Hiker,0
LU09,LU09_44,2024,4,Human,0
LU09,LU09_44,2024,4,Lynx,0
LU09,LU09_44,2024,4,Marten,0
LU09,LU09_44,2024,4,Moose,1
LU09,LU09_44,2024,4,Other,0
LU09,LU09_44,2024,4,Other birds,0
LU09,LU09_44,2024,4,Otter,0
LU09,LU09_44,2024,4,Raven,0
LU09,LU09_44,2024,4,Red fox,0
LU09,LU09_44,2024,4,Red squirrel,0
LU09,LU09_44,2024,4,Ruffed grouse,0
LU09,LU09_44,2024,4,Short-tailed weasel,0
LU09,LU09_44,2024,4,Snowmobiler,0
LU09,LU09_44,2024,4,Snowshoe hare,0
LU09,LU09_44,2024,4,Spruce grouse,0
LU09,LU09_44,2024,4,Staff,0
LU09,LU09_44,2024,4,Striped skunk,0
LU09,LU09_44,2024,4,Unknown,0
LU09,LU09_44,2024,4,Unknown bear,0
LU09,LU09_44,2024,4,Unknown canid,0
LU09,LU09_44,2024,4,Unknown deer,0
LU09,LU09_44,2024,4,Unknown mustelid,0
LU09,LU09_44,2024,4,Unknown ungulate,0
LU09,LU09_44,2024,4,White-tailed deer,0
LU09,LU09_44,2024,4,Wolverine,0
LU09,LU09_44,2024,5,ATVer,0
LU09,LU09_44,2024,5,Black bear,1
LU09,LU09_44,2024,5,Canada goose,0
LU09,LU09_44,2024,5,Caribou,1
LU09,LU09_44,2024,5,Cougar,0
LU09,LU09_44,2024,5,Coyote,0
LU09,LU09_44,2024,5,Domestic dog,0
LU09,LU09_44,2024,5,Fisher,0
LU09,LU09_44,2024,5,Grey jay,0
LU09,LU09_44,2024,5,Grey wolf,0
LU09,LU09_44,2024,5,Hiker,0
LU09,LU09_44,2024,5,Human,0
LU09,LU09_44,2024,5,Lynx,0
LU09,LU09_44,2024,5,Marten,0
LU09,LU09_44,2024,5,Moose,0
LU09,LU09_44,2024,5,Other,0
LU09,LU09_44,2024,5,Other birds,0
LU09,LU09_44,2024,5,Otter,0
LU09,LU09_44,2024,5,Raven,0
LU09,LU09_44,2024,5,Red fox,0
LU09,LU09_44,2024,5,Red squirrel,0
LU09,LU09_44,2024,5,Ruffed grouse,0
LU09,LU09_44,2024,5,Short-tailed weasel,0
LU09,LU09_44,2024,5,Snowmobiler,0
LU09,LU09_44,2024,5,Snowshoe hare,1
LU09,LU09_44,2024,5,Spruce grouse,0
LU09,LU09_44,2024,5,Staff,0
LU09,LU09_44,2024,5,Striped skunk,0
LU09,LU09_44,2024,5,Unknown,0
LU09,LU09_44,2024,5,Unknown bear,0
LU09,LU09_44,2024,5,Unknown canid,0
LU09,LU09_44,2024,5,Unknown deer,0
LU09,LU09_44,2024,5,Unknown mustelid,0
LU09,LU09_44,2024,5,Unknown ungulate,0
LU09,LU09_44,2024,5,White-tailed deer,0
LU09,LU09_44,2024,5,Wolverine,0
LU09,LU09_44,2024,6,ATVer,0
LU09,LU09_44,2024,6,Black bear,0
LU09,LU09_44,2024,6,Canada goose,0
LU09,LU09_44,2024,6,Caribou,0
LU09,LU09_44,2024,6,Cougar,0
LU09,LU09_44,2024,6,Coyote,1
LU09,LU09_44,2024,6,Domestic dog,0
LU09,LU09_44,2024,6,Fisher,0
LU09,LU09_44,2024,6,Grey jay,0
LU09,LU09_44,2024,6,Grey wolf,0
LU09,LU09_44,2024,6,Hiker,0
LU09,LU09_44,2024,6,Human,0
LU09,LU09_44,2024,6,Lynx,0
LU09,LU09_44,2024,6,Marten,0
LU09,LU09_44,2024,6,Moose,0
LU09,LU09_44,2024,6,Other,0
LU09,LU09_44,2024,6,Other birds,0
LU09,LU09_44,2024,6,Otter,0
LU09,LU09_44,2024,6,Raven,0
LU09,LU09_44,2024,6,Red fox,0
LU09,LU09_44,2024,6,Red squirrel,0
LU09,LU09_44,2024,6,Ruffed grouse,0
LU09,LU09_44,2024,6,Short-tailed weasel,0
LU09,LU09_44,2024,6,Snowmobiler,0
LU09,LU09_44,2024,6,Snowshoe hare,1
LU09,LU09_44,2024,6,Spruce grouse,0
LU09,LU09_44,2024,6,Staff,0
LU09,LU09_44,2024,6,Striped skunk,0
LU09,LU09_44,2024,6,Unknown,1
LU09,LU09_44,2024,6,Unknown bear,0
LU09,LU09_44,2024,6,Unknown canid,0
LU09,LU09_44,2024,6,Unknown deer,0
LU09,LU09_44,2024,6,Unknown mustelid,0
LU09,LU09_44,2024,6,Unknown ungulate,0
LU09,LU09_44,2024,6,White-tailed deer,0
LU09,LU09_44,2024,6,Wolverine,0
LU09,LU09_44,2024,7,ATVer,0
LU09,LU09_44,2024,7,Black bear,0
LU09,LU09_44,2024,7,Canada goose,0
LU09,LU09_44,2024,7,Caribou,0
LU09,LU09_44,2024,7,Cougar,0
LU09,LU09_44,2024,7,Coyote,1
LU09,LU09_44,2024,7,Domestic dog,0
LU09,LU09_44,2024,7,Fisher,0
LU09,LU09_44,2024,7,Grey jay,0
LU09,LU09_44,2024,7,Grey wolf,0
LU09,LU09_44,2024,7,Hiker,0
LU09,LU09_44,2024,7,Human,0
LU09,LU09_44,2024,7,Lynx,0
LU09,LU09_44,2024,7,Marten,0
LU09,LU09_44,2024,7,Moose,0
LU09,LU09_44,2024,7,Other,0
LU09,LU09_44,2024,7,Other birds,0
LU09,LU09_44,2024,7,Otter,0
LU09,LU09_44,2024,7,Raven,0
LU09,LU09_44,2024,7,Red fox,0
LU09,LU09_44,2024,7,Red squirrel,0
LU09,LU09_44,2024,7,Ruffed grouse,0
LU09,LU09_44,2024,7,Short-tailed weasel,0
LU09,LU09_44,2024,7,Snowmobiler,0
LU09,LU09_44,2024,7,Snowshoe hare,1
LU09,LU09_44,2024,7,Spruce grouse,0
LU09,LU09_44,2024,7,Staff,0
LU09,LU09_44,2024,7,Striped skunk,0
LU09,LU09_44,2024,7,Unknown,0
LU09,LU09_44,2024,7,Unknown bear,0
LU09,LU09_44,2024,7,Unknown canid,0
LU09,LU09_44,2024,7,Unknown deer,0
LU09,LU09_44,2024,7,Unknown mustelid,0
LU09,LU09_44,2024,7,Unknown ungulate,0
LU09,LU09_44,2024,7,White-tailed deer,0
LU09,LU09_44,2024,7,Wolverine,0
LU09,LU09_44,2024,8,ATVer,0
LU09,LU09_44,2024,8,Black bear,0
LU09,LU09_44,2024,8,Canada goose,0
LU09,LU09_44,2024,8,Caribou,1
LU09,LU09_44,2024,8,Cougar,0
LU09,LU09_44,2024,8,Coyote,0
LU09,LU09_44,2024,8,Domestic dog,0
LU09,LU09_44,2024,8,Fisher,0
LU09,LU09_44,2024,8,Grey jay,0
LU09,LU09_44,2024,8,Grey wolf,0
LU09,LU09_44,2024,8,Hiker,0
LU09,LU09_44,2024,8,Human,0
LU09,LU09_44,2024,8,Lynx,0
LU09,LU09_44,2024,8,Marten,0
LU09,LU09_44,2024,8,Moose,0
LU09,LU09_44,2024,8,Other,0
LU09,LU09_44,2024,8,Other birds,0
LU09,LU09_44,2024,8,Otter,0
LU09,LU09_44,2024,8,Raven,0
LU09,LU09_44,2024,8,Red fox,0
LU09,LU09_44,2024,8,Red squirrel,0
LU09,LU09_44,2024,8,Ruffed grouse,0
LU09,LU09_44,2024,8,Short-tailed weasel,0
LU09,LU09_44,2024,8,Snowmobiler,0
LU09,LU09_44,2024,8,Snowshoe hare,1
LU09,LU09_44,2024,8,Spruce grouse,0
LU09,LU09_44,2024,8,Staff,0
LU09,LU09_44,2024,8,Striped skunk,0
LU09,LU09_44,2024,8,Unknown,0
LU09,LU09_44,2024,8,Unknown bear,0
LU09,LU09_44,2024,8,Unknown canid,0
LU09,LU09_44,2024,8,Unknown deer,0
LU09,LU09_44,2024,8,Unknown mustelid,0
LU09,LU09_44,2024,8,Unknown ungulate,0
LU09,LU09_44,2024,8,White-tailed deer,0
LU09,LU09_44,2024,8,Wolverine,0
LU09,LU09_5,2023,9,ATVer,0
LU09,LU09_5,2023,9,Black bear,0
LU09,LU09_5,2023,9,Canada goose,0
LU09,LU09_5,2023,9,Caribou,0
LU09,LU09_5,2023,9,Cougar,0
LU09,LU09_5,2023,9,Coyote,0
LU09,LU09_5,2023,9,Domestic dog,0
LU09,LU09_5,2023,9,Fisher,0
LU09,LU09_5,2023,9,Grey jay,0
LU09,LU09_5,2023,9,Grey wolf,0
LU09,LU09_5,2023,9,Hiker,0
LU09,LU09_5,2023,9,Human,0
LU09,LU09_5,2023,9,Lynx,0
LU09,LU09_5,2023,9,Marten,0
LU09,LU09_5,2023,9,Moose,0
LU09,LU09_5,2023,9,Other,0
LU09,LU09_5,2023,9,Other birds,0
LU09,LU09_5,2023,9,Otter,0
LU09,LU09_5,2023,9,Raven,0
LU09,LU09_5,2023,9,Red fox,0
LU09,LU09_5,2023,9,Red squirrel,0
LU09,LU09_5,2023,9,Ruffed grouse,0
LU09,LU09_5,2023,9,Short-tailed weasel,0
LU09,LU09_5,2023,9,Snowmobiler,0
LU09,LU09_5,2023,9,Snowshoe hare,0
LU09,LU09_5,2023,9,Spruce grouse,0
LU09,LU09_5,2023,9,Staff,1
LU09,LU09_5,2023,9,Striped skunk,0
LU09,LU09_5,2023,9,Unknown,0
LU09,LU09_5,2023,9,Unknown bear,0
LU09,LU09_5,2023,9,Unknown canid,0
LU09,LU09_5,2023,9,Unknown deer,0
LU09,LU09_5,2023,9,Unknown mustelid,0
LU09,LU09_5,2023,9,Unknown ungulate,0
LU09,LU09_5,2023,9,White-tailed deer,0
LU09,LU09_5,2023,9,Wolverine,0
LU09,LU09_5,2023,10,ATVer,0
LU09,LU09_5,2023,10,Black bear,0
LU09,LU09_5,2023,10,Canada goose,0
LU09,LU09_5,2023,10,Caribou,0
LU09,LU09_5,2023,10,Cougar,0
LU09,LU09_5,2023,10,Coyote,1
LU09,LU09_5,2023,10,Domestic dog,0
LU09,LU09_5,2023,10,Fisher,0
LU09,LU09_5,2023,10,Grey jay,0
LU09,LU09_5,2023,10,Grey wolf,0
LU09,LU09_5,2023,10,Hiker,0
LU09,LU09_5,2023,10,Human,0
LU09,LU09_5,2023,10,Lynx,0
LU09,LU09_5,2023,10,Marten,0
LU09,LU09_5,2023,10,Moose,0
LU09,LU09_5,2023,10,Other,0
LU09,LU09_5,2023,10,Other birds,0
LU09,LU09_5,2023,10,Otter,0
LU09,LU09_5,2023,10,Raven,0
LU09,LU09_5,2023,10,Red fox,0
LU09,LU09_5,2023,10,Red squirrel,0
LU09,LU09_5,2023,10,Ruffed grouse,0
LU09,LU09_5,2023,10,Short-tailed weasel,0
LU09,LU09_5,2023,10,Snowmobiler,0
LU09,LU09_5,2023,10,Snowshoe hare,0
LU09,LU09_5,2023,10,Spruce grouse,0
LU09,LU09_5,2023,10,Staff,0
LU09,LU09_5,2023,10,Striped skunk,0
LU09,LU09_5,2023,10,Unknown,0
LU09,LU09_5,2023,10,Unknown bear,0
LU09,LU09_5,2023,10,Unknown canid,0
LU09,LU09_5,2023,10,Unknown deer,0
LU09,LU09_5,2023,10,Unknown mustelid,0
LU09,LU09_5,2023,10,Unknown ungulate,0
LU09,LU09_5,2023,10,White-tailed deer,0
LU09,LU09_5,2023,10,Wolverine,0
LU09,LU09_5,2023,11,ATVer,0
LU09,LU09_5,2023,11,Black bear,0
LU09,LU09_5,2023,11,Canada goose,0
LU09,LU09_5,2023,11,Caribou,0
LU09,LU09_5,2023,11,Cougar,0
LU09,LU09_5,2023,11,Coyote,1
LU09,LU09_5,2023,11,Domestic dog,0
LU09,LU09_5,2023,11,Fisher,0
LU09,LU09_5,2023,11,Grey jay,0
LU09,LU09_5,2023,11,Grey wolf,0
LU09,LU09_5,2023,11,Hiker,0
LU09,LU09_5,2023,11,Human,0
LU09,LU09_5,2023,11,Lynx,0
LU09,LU09_5,2023,11,Marten,0
LU09,LU09_5,2023,11,Moose,0
LU09,LU09_5,2023,11,Other,0
LU09,LU09_5,2023,11,Other birds,0
LU09,LU09_5,2023,11,Otter,0
LU09,LU09_5,2023,11,Raven,0
LU09,LU09_5,2023,11,Red fox,0
LU09,LU09_5,2023,11,Red squirrel,0
LU09,LU09_5,2023,11,Ruffed grouse,0
LU09,LU09_5,2023,11,Short-tailed weasel,0
LU09,LU09_5,2023,11,Snowmobiler,0
LU09,LU09_5,2023,11,Snowshoe hare,0
LU09,LU09_5,2023,11,Spruce grouse,0
LU09,LU09_5,2023,11,Staff,0
LU09,LU09_5,2023,11,Striped skunk,0
LU09,LU09_5,2023,11,Unknown,0
LU09,LU09_5,2023,11,Unknown bear,0
LU09,LU09_5,2023,11,Unknown canid,0
LU09,LU09_5,2023,11,Unknown deer,0
LU09,LU09_5,2023,11,Unknown mustelid,0
LU09,LU09_5,2023,11,Unknown ungulate,0
LU09,LU09_5,2023,11,White-tailed deer,0
LU09,LU09_5,2023,11,Wolverine,0
LU09,LU09_5,2023,12,ATVer,0
LU09,LU09_5,2023,12,Black bear,0
LU09,LU09_5,2023,12,Canada goose,0
LU09,LU09_5,2023,12,Caribou,0
LU09,LU09_5,2023,12,Cougar,0
LU09,LU09_5,2023,12,Coyote,0
LU09,LU09_5,2023,12,Domestic dog,0
LU09,LU09_5,2023,12,Fisher,0
LU09,LU09_5,2023,12,Grey jay,0
LU09,LU09_5,2023,12,Grey wolf,0
LU09,LU09_5,2023,12,Hiker,0
LU09,LU09_5,2023,12,Human,0
LU09,LU09_5,2023,12,Lynx,0
LU09,LU09_5,2023,12,Marten,0
LU09,LU09_5,2023,12,Moose,0
LU09,LU09_5,2023,12,Other,0
LU09,LU09_5,2023,12,Other birds,0
LU09,LU09_5,2023,12,Otter,0
LU09,LU09_5,2023,12,Raven,0
LU09,LU09_5,2023,12,Red fox,0
LU09,LU09_5,2023,12,Red squirrel,0
LU09,LU09_5,2023,12,Ruffed grouse,0
LU09,LU09_5,2023,12,Short-tailed weasel,0
LU09,LU09_5,2023,12,Snowmobiler,0
LU09,LU09_5,2023,12,Snowshoe hare,0
LU09,LU09_5,2023,12,Spruce grouse,0
LU09,LU09_5,2023,12,Staff,0
LU09,LU09_5,2023,12,Striped skunk,0
LU09,LU09_5,2023,12,Unknown,0
LU09,LU09_5,2023,12,Unknown bear,0
LU09,LU09_5,2023,12,Unknown canid,0
LU09,LU09_5,2023,12,Unknown deer,0
LU09,LU09_5,2023,12,Unknown mustelid,0
LU09,LU09_5,2023,12,Unknown ungulate,0
LU09,LU09_5,2023,12,White-tailed deer,0
LU09,LU09_5,2023,12,Wolverine,0
LU09,LU09_5,2024,1,ATVer,0
LU09,LU09_5,2024,1,Black bear,0
LU09,LU09_5,2024,1,Canada goose,0
LU09,LU09_5,2024,1,Caribou,0
LU09,LU09_5,2024,1,Cougar,0
LU09,LU09_5,2024,1,Coyote,1
LU09,LU09_5,2024,1,Domestic dog,0
LU09,LU09_5,2024,1,Fisher,0
LU09,LU09_5,2024,1,Grey jay,0
LU09,LU09_5,2024,1,Grey wolf,0
LU09,LU09_5,2024,1,Hiker,0
LU09,LU09_5,2024,1,Human,0
LU09,LU09_5,2024,1,Lynx,0
LU09,LU09_5,2024,1,Marten,0
LU09,LU09_5,2024,1,Moose,0
LU09,LU09_5,2024,1,Other,0
LU09,LU09_5,2024,1,Other birds,0
LU09,LU09_5,2024,1,Otter,0
LU09,LU09_5,2024,1,Raven,0
LU09,LU09_5,2024,1,Red fox,0
LU09,LU09_5,2024,1,Red squirrel,0
LU09,LU09_5,2024,1,Ruffed grouse,0
LU09,LU09_5,2024,1,Short-tailed weasel,0
LU09,LU09_5,2024,1,Snowmobiler,0
LU09,LU09_5,2024,1,Snowshoe hare,0
LU09,LU09_5,2024,1,Spruce grouse,0
LU09,LU09_5,2024,1,Staff,0
LU09,LU09_5,2024,1,Striped skunk,0
LU09,LU09_5,2024,1,Unknown,1
LU09,LU09_5,2024,1,Unknown bear,0
LU09,LU09_5,2024,1,Unknown canid,0
LU09,LU09_5,2024,1,Unknown deer,0
LU09,LU09_5,2024,1,Unknown mustelid,0
LU09,LU09_5,2024,1,Unknown ungulate,0
LU09,LU09_5,2024,1,White-tailed deer,0
LU09,LU09_5,2024,1,Wolverine,0
LU09,LU09_5,2024,2,ATVer,0
LU09,LU09_5,2024,2,Black bear,0
LU09,LU09_5,2024,2,Canada goose,0
LU09,LU09_5,2024,2,Caribou,0
LU09,LU09_5,2024,2,Cougar,0
LU09,LU09_5,2024,2,Coyote,1
LU09,LU09_5,2024,2,Domestic dog,0
LU09,LU09_5,2024,2,Fisher,0
LU09,LU09_5,2024,2,Grey jay,0
LU09,LU09_5,2024,2,Grey wolf,0
LU09,LU09_5,2024,2,Hiker,0
LU09,LU09_5,2024,2,Human,0
LU09,LU09_5,2024,2,Lynx,0
LU09,LU09_5,2024,2,Marten,0
LU09,LU09_5,2024,2,Moose,0
LU09,LU09_5,2024,2,Other,0
LU09,LU09_5,2024,2,Other birds,0
LU09,LU09_5,2024,2,Otter,0
LU09,LU09_5,2024,2,Raven,0
LU09,LU09_5,2024,2,Red fox,0
LU09,LU09_5,2024,2,Red squirrel,0
LU09,LU09_5,2024,2,Ruffed grouse,0
LU09,LU09_5,2024,2,Short-tailed weasel,0
LU09,LU09_5,2024,2,Snowmobiler,0
LU09,LU09_5,2024,2,Snowshoe hare,0
LU09,LU09_5,2024,2,Spruce grouse,0
LU09,LU09_5,2024,2,Staff,0
LU09,LU09_5,2024,2,Striped skunk,0
LU09,LU09_5,2024,2,Unknown,0
LU09,LU09_5,2024,2,Unknown bear,0
LU09,LU09_5,2024,2,Unknown canid,0
LU09,LU09_5,2024,2,Unknown deer,0
LU09,LU09_5,2024,2,Unknown mustelid,0
LU09,LU09_5,2024,2,Unknown ungulate,0
LU09,LU09_5,2024,2,White-tailed deer,0
LU09,LU09_5,2024,2,Wolverine,0
LU09,LU09_5,2024,3,ATVer,0
LU09,LU09_5,2024,3,Black bear,0
LU09,LU09_5,2024,3,Canada goose,0
LU09,LU09_5,2024,3,Caribou,0
LU09,LU09_5,2024,3,Cougar,0
LU09,LU09_5,2024,3,Coyote,0
LU09,LU09_5,2024,3,Domestic dog,0
LU09,LU09_5,2024,3,Fisher,0
LU09,LU09_5,2024,3,Grey jay,0
LU09,LU09_5,2024,3,Grey wolf,0
LU09,LU09_5,2024,3,Hiker,0
LU09,LU09_5,2024,3,Human,0
LU09,LU09_5,2024,3,Lynx,0
LU09,LU09_5,2024,3,Marten,0
LU09,LU09_5,2024,3,Moose,0
LU09,LU09_5,2024,3,Other,0
LU09,LU09_5,2024,3,Other birds,0
LU09,LU09_5,2024,3,Otter,0
LU09,LU09_5,2024,3,Raven,0
LU09,LU09_5,2024,3,Red fox,0
LU09,LU09_5,2024,3,Red squirrel,1
LU09,LU09_5,2024,3,Ruffed grouse,0
LU09,LU09_5,2024,3,Short-tailed weasel,0
LU09,LU09_5,2024,3,Snowmobiler,0
LU09,LU09_5,2024,3,Snowshoe hare,0
LU09,LU09_5,2024,3,Spruce grouse,0
LU09,LU09_5,2024,3,Staff,0
LU09,LU09_5,2024,3,Striped skunk,0
LU09,LU09_5,2024,3,Unknown,0
LU09,LU09_5,2024,3,Unknown bear,0
LU09,LU09_5,2024,3,Unknown canid,0
LU09,LU09_5,2024,3,Unknown deer,0
LU09,LU09_5,2024,3,Unknown mustelid,0
LU09,LU09_5,2024,3,Unknown ungulate,0
LU09,LU09_5,2024,3,White-tailed deer,0
LU09,LU09_5,2024,3,Wolverine,0
LU09,LU09_5,2024,4,ATVer,0
LU09,LU09_5,2024,4,Black bear,0
LU09,LU09_5,2024,4,Canada goose,0
LU09,LU09_5,2024,4,Caribou,0
LU09,LU09_5,2024,4,Cougar,0
LU09,LU09_5,2024,4,Coyote,1
LU09,LU09_5,2024,4,Domestic dog,0
LU09,LU09_5,2024,4,Fisher,0
LU09,LU09_5,2024,4,Grey jay,0
LU09,LU09_5,2024,4,Grey wolf,0
LU09,LU09_5,2024,4,Hiker,0
LU09,LU09_5,2024,4,Human,0
